Month,Item ID,Item Descreption,# Units,Store Code,Store Name,Item Brand,$ Revenue,Lens Type,Company Name
30/9/2024,2317,Lensme Contact Lenses - Marble -1.5,3,2181,RYD MO - Nakhil Mall,Lensme,120,Power,Magrabi - KSA
30/9/2024,2317,Lensme Contact Lenses - Marble -1.5,2,2198,ASR MO - Bin Galala Plaza,Lensme,80,Power,Magrabi - KSA
30/9/2024,2317,Lensme Contact Lenses - Marble -1.5,4,2298,DMM MO - Nakhil Mall,Lensme,160,Power,Magrabi - KSA
30/9/2024,2317,Lensme Contact Lenses - Marble -1.5,2,2302,JED MO - Red Sea Mall,Lensme,80,Power,Magrabi - KSA
30/9/2024,2317,Lensme Contact Lenses - Marble -1.5,1,2304,MO - E.Commerce Saudi,Lensme,40,Power,Magrabi - KSA
30/9/2024,2317,Lensme Contact Lenses - Marble -1.5,2,2308,TBK MO - Tabuk Park,Lensme,80,Power,Magrabi - KSA
30/9/2024,2317,Lensme Contact Lenses - Marble -1.5,2,2309,RYD MO - Hamra Mall,Lensme,80,Power,Magrabi - KSA
30/9/2024,2317,Lensme Contact Lenses - Marble -1.5,2,2311,DMM MO - Rashed Mall,Lensme,80,Power,Magrabi - KSA
30/9/2024,2317,Lensme Contact Lenses - Marble -1.5,2,2334,MAK MO - Azizia Park,Lensme,80,Power,Magrabi - KSA
30/9/2024,2317,Lensme Contact Lenses - Marble -1.5,1,9146,TBK DM - Park Mall,Lensme,40,Power,Dr.M - KSA
30/9/2024,2318,Lensme Contact Lenses - Marble -1.75,2,2043,RYD MO - Olaya Street,Lensme,80,Power,Magrabi - KSA
30/9/2024,2318,Lensme Contact Lenses - Marble -1.75,1,2053,RYD MO - King Abdullah Road,Lensme,40,Power,Magrabi - KSA
30/9/2024,2318,Lensme Contact Lenses - Marble -1.75,1,2061,DMM MO - Cornich Boulevard,Lensme,40,Power,Magrabi - KSA
30/9/2024,2318,Lensme Contact Lenses - Marble -1.75,1,2069,QTF MO - Qouds Street,Lensme,40,Power,Magrabi - KSA
30/9/2024,2318,Lensme Contact Lenses - Marble -1.75,3,2082,RYD MO - Hayat Mall,Lensme,120,Power,Magrabi - KSA
30/9/2024,2318,Lensme Contact Lenses - Marble -1.75,1,2123,MED MO - Noor Mall,Lensme,40,Power,Magrabi - KSA
30/9/2024,2318,Lensme Contact Lenses - Marble -1.75,2,2177,DMM MO - Faisaliyah Plaza,Lensme,80,Power,Magrabi - KSA
30/9/2024,2318,Lensme Contact Lenses - Marble -1.75,3,2181,RYD MO - Nakhil Mall,Lensme,120,Power,Magrabi - KSA
30/9/2024,2318,Lensme Contact Lenses - Marble -1.75,2,2222,RYD MO - Centro Nakhil Plaza,Lensme,80,Power,Magrabi - KSA
30/9/2024,2318,Lensme Contact Lenses - Marble -1.75,1,2237,RYD MO - Uthman bin Affan Road,Lensme,40,Power,Magrabi - KSA
30/9/2024,2318,Lensme Contact Lenses - Marble -1.75,1,2287,RYD MO - Magrabi Clinic Exit-14,Lensme,40,Power,Magrabi - KSA
30/9/2024,2318,Lensme Contact Lenses - Marble -1.75,3,2302,JED MO - Red Sea Mall,Lensme,120,Power,Magrabi - KSA
30/9/2024,2318,Lensme Contact Lenses - Marble -1.75,1,2304,MO - E.Commerce Saudi,Lensme,40,Power,Magrabi - KSA
30/9/2024,2318,Lensme Contact Lenses - Marble -1.75,1,2308,TBK MO - Tabuk Park,Lensme,40,Power,Magrabi - KSA
30/9/2024,2318,Lensme Contact Lenses - Marble -1.75,1,2317,JED MO - Jeddah Park,Lensme,40,Power,Magrabi - KSA
30/9/2024,2318,Lensme Contact Lenses - Marble -1.75,1,2334,MAK MO - Azizia Park,Lensme,40,Power,Magrabi - KSA
30/9/2024,2318,Lensme Contact Lenses - Marble -1.75,3,2336,TBK MO - Tabuk Boulevard,Lensme,120,Power,Magrabi - KSA
30/9/2024,2318,Lensme Contact Lenses - Marble -1.75,2,2339,RYD MO - Yasmin Plaza,Lensme,80,Power,Magrabi - KSA
30/9/2024,2318,Lensme Contact Lenses - Marble -1.75,1,2342,JED MO - Tahlia Street,Lensme,40,Power,Magrabi - KSA
30/9/2024,2318,Lensme Contact Lenses - Marble -1.75,2,9108,JED DM - Andalus Mall,Lensme,80,Power,Dr.M - KSA
30/9/2024,2318,Lensme Contact Lenses - Marble -1.75,2,9113,JED DM - Jeddah Park Mall,Lensme,80,Power,Dr.M - KSA
30/9/2024,2318,Lensme Contact Lenses - Marble -1.75,1,9120,RYD DM - Nokhba Center,Lensme,40,Power,Dr.M - KSA
30/9/2024,2318,Lensme Contact Lenses - Marble -1.75,2,9124,DR.M - E.Commerce,Lensme,80,Power,Dr.M - KSA
30/9/2024,2318,Lensme Contact Lenses - Marble -1.75,2,9155,TIF DM - Jouri Mall,Lensme,80,Power,Dr.M - KSA
30/9/2024,2319,Lensme Contact Lenses - Marble -2,1,2027,TIF MO - Shehar Street,Lensme,40,Power,Magrabi - KSA
30/9/2024,2319,Lensme Contact Lenses - Marble -2,1,2061,DMM MO - Cornich Boulevard,Lensme,40,Power,Magrabi - KSA
30/9/2024,2319,Lensme Contact Lenses - Marble -2,2,2067,AHS MO - Elwan Plaza,Lensme,80,Power,Magrabi - KSA
30/9/2024,2319,Lensme Contact Lenses - Marble -2,1,2069,QTF MO - Qouds Street,Lensme,40,Power,Magrabi - KSA
30/9/2024,2319,Lensme Contact Lenses - Marble -2,2,2100,DMM MO - Dhahran Mall,Lensme,80,Power,Magrabi - KSA
30/9/2024,2319,Lensme Contact Lenses - Marble -2,2,2147,MAK MO - Makkah Mall,Lensme,80,Power,Magrabi - KSA
30/9/2024,2319,Lensme Contact Lenses - Marble -2,2,2177,DMM MO - Faisaliyah Plaza,Lensme,80,Power,Magrabi - KSA
30/9/2024,2319,Lensme Contact Lenses - Marble -2,3,2181,RYD MO - Nakhil Mall,Lensme,120,Power,Magrabi - KSA
30/9/2024,2319,Lensme Contact Lenses - Marble -2,1,2198,ASR MO - Bin Galala Plaza,Lensme,40,Power,Magrabi - KSA
30/9/2024,2319,Lensme Contact Lenses - Marble -2,1,2297,RYD MO - Granada Mall,Lensme,40,Power,Magrabi - KSA
30/9/2024,2319,Lensme Contact Lenses - Marble -2,1,2302,JED MO - Red Sea Mall,Lensme,40,Power,Magrabi - KSA
30/9/2024,2319,Lensme Contact Lenses - Marble -2,2,2303,JED MO - Magrabi Clinic Murjan,Lensme,80,Power,Magrabi - KSA
30/9/2024,2319,Lensme Contact Lenses - Marble -2,1,2304,MO - E.Commerce Saudi,Lensme,40,Power,Magrabi - KSA
30/9/2024,2319,Lensme Contact Lenses - Marble -2,1,2308,TBK MO - Tabuk Park,Lensme,40,Power,Magrabi - KSA
30/9/2024,2319,Lensme Contact Lenses - Marble -2,2,2313,RYD MO - Hassan bin Ali Street,Lensme,80,Power,Magrabi - KSA
30/9/2024,2319,Lensme Contact Lenses - Marble -2,1,2324,JED MO - Mooj Plaza,Lensme,40,Power,Magrabi - KSA
30/9/2024,2319,Lensme Contact Lenses - Marble -2,2,2330,JED MO - U Walk Mall,Lensme,80,Power,Magrabi - KSA
30/9/2024,2319,Lensme Contact Lenses - Marble -2,2,2336,TBK MO - Tabuk Boulevard,Lensme,80,Power,Magrabi - KSA
30/9/2024,2319,Lensme Contact Lenses - Marble -2,1,2340,DMM MO - Magrabi Hospital,Lensme,40,Power,Magrabi - KSA
30/9/2024,2319,Lensme Contact Lenses - Marble -2,2,9114,MAK DM - Makkah Mall,Lensme,80,Power,Dr.M - KSA
30/9/2024,2319,Lensme Contact Lenses - Marble -2,2,9120,RYD DM - Nokhba Center,Lensme,80,Power,Dr.M - KSA
30/9/2024,2319,Lensme Contact Lenses - Marble -2,1,9130,RYD DM - Yasmin Plaza,Lensme,40,Power,Dr.M - KSA
30/9/2024,2319,Lensme Contact Lenses - Marble -2,1,9131,QSM DM - Nakhil Plaza,Lensme,40,Power,Dr.M - KSA
30/9/2024,2319,Lensme Contact Lenses - Marble -2,2,9142,AHS DM - Baha Mall,Lensme,80,Power,Dr.M - KSA
30/9/2024,2319,Lensme Contact Lenses - Marble -2,1,9146,TBK DM - Park Mall,Lensme,40,Power,Dr.M - KSA
30/9/2024,2319,Lensme Contact Lenses - Marble -2,1,9155,TIF DM - Jouri Mall,Lensme,40,Power,Dr.M - KSA
30/9/2024,2320,Lensme Contact Lenses - Marble -2.25,1,2033,JED MO - Madinah Road,Lensme,40,Power,Magrabi - KSA
30/9/2024,2320,Lensme Contact Lenses - Marble -2.25,2,2049,RYD MO - Madinah Road,Lensme,80,Power,Magrabi - KSA
30/9/2024,2320,Lensme Contact Lenses - Marble -2.25,2,2067,AHS MO - Elwan Plaza,Lensme,80,Power,Magrabi - KSA
30/9/2024,2320,Lensme Contact Lenses - Marble -2.25,3,2095,JED MO - Salama Plaza,Lensme,120,Power,Magrabi - KSA
30/9/2024,2320,Lensme Contact Lenses - Marble -2.25,4,2100,DMM MO - Dhahran Mall,Lensme,160,Power,Magrabi - KSA
30/9/2024,2320,Lensme Contact Lenses - Marble -2.25,1,2192,RYD MO - Telal Plaza,Lensme,40,Power,Magrabi - KSA
30/9/2024,2320,Lensme Contact Lenses - Marble -2.25,2,2242,RYD MO - Khalid bin Walid Street,Lensme,80,Power,Magrabi - KSA
30/9/2024,2320,Lensme Contact Lenses - Marble -2.25,1,2247,YNB MO - Dana Mall,Lensme,40,Power,Magrabi - KSA
30/9/2024,2320,Lensme Contact Lenses - Marble -2.25,2,2298,DMM MO - Nakhil Mall,Lensme,80,Power,Magrabi - KSA
30/9/2024,2320,Lensme Contact Lenses - Marble -2.25,2,2302,JED MO - Red Sea Mall,Lensme,80,Power,Magrabi - KSA
30/9/2024,2320,Lensme Contact Lenses - Marble -2.25,1,2303,JED MO - Magrabi Clinic Murjan,Lensme,40,Power,Magrabi - KSA
30/9/2024,2320,Lensme Contact Lenses - Marble -2.25,2,2304,MO - E.Commerce Saudi,Lensme,80,Power,Magrabi - KSA
30/9/2024,2320,Lensme Contact Lenses - Marble -2.25,1,2316,HAL MO - Hail Town Square Mall,Lensme,40,Power,Magrabi - KSA
30/9/2024,2320,Lensme Contact Lenses - Marble -2.25,1,2324,JED MO - Mooj Plaza,Lensme,40,Power,Magrabi - KSA
30/9/2024,2320,Lensme Contact Lenses - Marble -2.25,2,2330,JED MO - U Walk Mall,Lensme,80,Power,Magrabi - KSA
30/9/2024,2320,Lensme Contact Lenses - Marble -2.25,1,9112,RYD DM - Nakhil Mall,Lensme,40,Power,Dr.M - KSA
30/9/2024,2320,Lensme Contact Lenses - Marble -2.25,2,9130,RYD DM - Yasmin Plaza,Lensme,80,Power,Dr.M - KSA
30/9/2024,2320,Lensme Contact Lenses - Marble -2.25,1,9131,QSM DM - Nakhil Plaza,Lensme,40,Power,Dr.M - KSA
30/9/2024,2320,Lensme Contact Lenses - Marble -2.25,1,9143,AHS DM - Khamis Avenue,Lensme,40,Power,Dr.M - KSA
30/9/2024,2320,Lensme Contact Lenses - Marble -2.25,1,9155,TIF DM - Jouri Mall,Lensme,40,Power,Dr.M - KSA
30/9/2024,2320,Lensme Contact Lenses - Marble -2.25,2,9172,JED DM - Yasmin Mall,Lensme,80,Power,Dr.M - KSA
30/9/2024,2321,Lensme Contact Lenses - Marble -2.5,1,2030,MED MO - Sultanah Street,Lensme,40,Power,Magrabi - KSA
30/9/2024,2321,Lensme Contact Lenses - Marble -2.5,1,2033,JED MO - Madinah Road,Lensme,40,Power,Magrabi - KSA
30/9/2024,2321,Lensme Contact Lenses - Marble -2.5,2,2038,JED MO - Sari Street,Lensme,80,Power,Magrabi - KSA
30/9/2024,2321,Lensme Contact Lenses - Marble -2.5,1,2049,RYD MO - Madinah Road,Lensme,40,Power,Magrabi - KSA
30/9/2024,2321,Lensme Contact Lenses - Marble -2.5,1,2100,DMM MO - Dhahran Mall,Lensme,40,Power,Magrabi - KSA
30/9/2024,2321,Lensme Contact Lenses - Marble -2.5,4,2147,MAK MO - Makkah Mall,Lensme,160,Power,Magrabi - KSA
30/9/2024,2321,Lensme Contact Lenses - Marble -2.5,2,2181,RYD MO - Nakhil Mall,Lensme,80,Power,Magrabi - KSA
30/9/2024,2321,Lensme Contact Lenses - Marble -2.5,1,2192,RYD MO - Telal Plaza,Lensme,40,Power,Magrabi - KSA
30/9/2024,2321,Lensme Contact Lenses - Marble -2.5,1,2198,ASR MO - Bin Galala Plaza,Lensme,40,Power,Magrabi - KSA
30/9/2024,2321,Lensme Contact Lenses - Marble -2.5,1,2247,YNB MO - Dana Mall,Lensme,40,Power,Magrabi - KSA
30/9/2024,2321,Lensme Contact Lenses - Marble -2.5,1,2248,DMM MO - Shatea Plaza,Lensme,40,Power,Magrabi - KSA
30/9/2024,2321,Lensme Contact Lenses - Marble -2.5,1,2297,RYD MO - Granada Mall,Lensme,40,Power,Magrabi - KSA
30/9/2024,2321,Lensme Contact Lenses - Marble -2.5,3,2298,DMM MO - Nakhil Mall,Lensme,120,Power,Magrabi - KSA
30/9/2024,2321,Lensme Contact Lenses - Marble -2.5,1,2304,MO - E.Commerce Saudi,Lensme,40,Power,Magrabi - KSA
30/9/2024,2321,Lensme Contact Lenses - Marble -2.5,4,2308,TBK MO - Tabuk Park,Lensme,160,Power,Magrabi - KSA
30/9/2024,2321,Lensme Contact Lenses - Marble -2.5,2,2316,HAL MO - Hail Town Square Mall,Lensme,80,Power,Magrabi - KSA
30/9/2024,2321,Lensme Contact Lenses - Marble -2.5,2,2319,ASR MO - Magrabi Hospital,Lensme,80,Power,Magrabi - KSA
30/9/2024,2321,Lensme Contact Lenses - Marble -2.5,2,9126,JED DM - Haifa Mall,Lensme,80,Power,Dr.M - KSA
30/9/2024,2321,Lensme Contact Lenses - Marble -2.5,1,9143,AHS DM - Khamis Avenue,Lensme,40,Power,Dr.M - KSA
30/9/2024,2322,Lensme Contact Lenses - Marble -2.75,2,2061,DMM MO - Cornich Boulevard,Lensme,80,Power,Magrabi - KSA
30/9/2024,2322,Lensme Contact Lenses - Marble -2.75,2,2069,QTF MO - Qouds Street,Lensme,80,Power,Magrabi - KSA
30/9/2024,2322,Lensme Contact Lenses - Marble -2.75,1,2248,DMM MO - Shatea Plaza,Lensme,40,Power,Magrabi - KSA
30/9/2024,2322,Lensme Contact Lenses - Marble -2.75,1,2298,DMM MO - Nakhil Mall,Lensme,40,Power,Magrabi - KSA
30/9/2024,2322,Lensme Contact Lenses - Marble -2.75,1,2308,TBK MO - Tabuk Park,Lensme,40,Power,Magrabi - KSA
30/9/2024,2322,Lensme Contact Lenses - Marble -2.75,2,2312,RYD MO - 60th Street,Lensme,80,Power,Magrabi - KSA
30/9/2024,2322,Lensme Contact Lenses - Marble -2.75,1,2316,HAL MO - Hail Town Square Mall,Lensme,40,Power,Magrabi - KSA
30/9/2024,2322,Lensme Contact Lenses - Marble -2.75,1,9155,TIF DM - Jouri Mall,Lensme,40,Power,Dr.M - KSA
30/9/2024,2323,Lensme Contact Lenses - Marble -3,1,2027,TIF MO - Shehar Street,Lensme,40,Power,Magrabi - KSA
30/9/2024,2323,Lensme Contact Lenses - Marble -3,1,2030,MED MO - Sultanah Street,Lensme,40,Power,Magrabi - KSA
30/9/2024,2323,Lensme Contact Lenses - Marble -3,3,2067,AHS MO - Elwan Plaza,Lensme,120,Power,Magrabi - KSA
30/9/2024,2323,Lensme Contact Lenses - Marble -3,1,2100,DMM MO - Dhahran Mall,Lensme,40,Power,Magrabi - KSA
30/9/2024,2323,Lensme Contact Lenses - Marble -3,2,2238,RYD MO - Jarir Plaza,Lensme,80,Power,Magrabi - KSA
30/9/2024,2323,Lensme Contact Lenses - Marble -3,1,2287,RYD MO - Magrabi Clinic Exit-14,Lensme,40,Power,Magrabi - KSA
30/9/2024,2323,Lensme Contact Lenses - Marble -3,2,2304,MO - E.Commerce Saudi,Lensme,80,Power,Magrabi - KSA
30/9/2024,2323,Lensme Contact Lenses - Marble -3,1,2306,MAK MO - Tassan Plaza,Lensme,40,Power,Magrabi - KSA
30/9/2024,2323,Lensme Contact Lenses - Marble -3,2,2308,TBK MO - Tabuk Park,Lensme,80,Power,Magrabi - KSA
30/9/2024,2323,Lensme Contact Lenses - Marble -3,1,2317,JED MO - Jeddah Park,Lensme,40,Power,Magrabi - KSA
30/9/2024,2323,Lensme Contact Lenses - Marble -3,1,2318,QSM MO - Imam Bukhari Street,Lensme,40,Power,Magrabi - KSA
30/9/2024,2323,Lensme Contact Lenses - Marble -3,2,2331,TIF MO - The Park Mall,Lensme,80,Power,Magrabi - KSA
30/9/2024,2323,Lensme Contact Lenses - Marble -3,2,2340,DMM MO - Magrabi Hospital,Lensme,80,Power,Magrabi - KSA
30/9/2024,2323,Lensme Contact Lenses - Marble -3,1,9130,RYD DM - Yasmin Plaza,Lensme,40,Power,Dr.M - KSA
30/9/2024,2323,Lensme Contact Lenses - Marble -3,2,9132,RYD DM - Rawabi Plaza,Lensme,80,Power,Dr.M - KSA
30/9/2024,2323,Lensme Contact Lenses - Marble -3,1,9136,DMM DM - Shatea Square,Lensme,40,Power,Dr.M - KSA
30/9/2024,2323,Lensme Contact Lenses - Marble -3,1,9155,TIF DM - Jouri Mall,Lensme,40,Power,Dr.M - KSA
30/9/2024,2324,Lensme Contact Lenses - Marble -3.25,2,2027,TIF MO - Shehar Street,Lensme,80,Power,Magrabi - KSA
30/9/2024,2324,Lensme Contact Lenses - Marble -3.25,1,2049,RYD MO - Madinah Road,Lensme,40,Power,Magrabi - KSA
30/9/2024,2324,Lensme Contact Lenses - Marble -3.25,2,2052,RYD MO - Okbah bin Nafee Road,Lensme,80,Power,Magrabi - KSA
30/9/2024,2324,Lensme Contact Lenses - Marble -3.25,1,2067,AHS MO - Elwan Plaza,Lensme,40,Power,Magrabi - KSA
30/9/2024,2324,Lensme Contact Lenses - Marble -3.25,2,2138,RYD MO - Panorama Mall,Lensme,80,Power,Magrabi - KSA
30/9/2024,2324,Lensme Contact Lenses - Marble -3.25,1,2147,MAK MO - Makkah Mall,Lensme,40,Power,Magrabi - KSA
30/9/2024,2324,Lensme Contact Lenses - Marble -3.25,1,2181,RYD MO - Nakhil Mall,Lensme,40,Power,Magrabi - KSA
30/9/2024,2324,Lensme Contact Lenses - Marble -3.25,1,2306,MAK MO - Tassan Plaza,Lensme,40,Power,Magrabi - KSA
30/9/2024,2324,Lensme Contact Lenses - Marble -3.25,3,2308,TBK MO - Tabuk Park,Lensme,120,Power,Magrabi - KSA
30/9/2024,2324,Lensme Contact Lenses - Marble -3.25,5,2339,RYD MO - Yasmin Plaza,Lensme,200,Power,Magrabi - KSA
30/9/2024,2324,Lensme Contact Lenses - Marble -3.25,1,9112,RYD DM - Nakhil Mall,Lensme,40,Power,Dr.M - KSA
30/9/2024,2324,Lensme Contact Lenses - Marble -3.25,1,9136,DMM DM - Shatea Square,Lensme,40,Power,Dr.M - KSA
30/9/2024,2324,Lensme Contact Lenses - Marble -3.25,2,9154,MED DM - Noor Mall,Lensme,80,Power,Dr.M - KSA
30/9/2024,2324,Lensme Contact Lenses - Marble -3.25,2,9155,TIF DM - Jouri Mall,Lensme,80,Power,Dr.M - KSA
30/9/2024,2325,Lensme Contact Lenses - Marble -3.5,1,2027,TIF MO - Shehar Street,Lensme,40,Power,Magrabi - KSA
30/9/2024,2325,Lensme Contact Lenses - Marble -3.5,2,2038,JED MO - Sari Street,Lensme,80,Power,Magrabi - KSA
30/9/2024,2325,Lensme Contact Lenses - Marble -3.5,2,2052,RYD MO - Okbah bin Nafee Road,Lensme,80,Power,Magrabi - KSA
30/9/2024,2325,Lensme Contact Lenses - Marble -3.5,2,2061,DMM MO - Cornich Boulevard,Lensme,80,Power,Magrabi - KSA
30/9/2024,2325,Lensme Contact Lenses - Marble -3.5,1,2069,QTF MO - Qouds Street,Lensme,40,Power,Magrabi - KSA
30/9/2024,2325,Lensme Contact Lenses - Marble -3.5,1,2123,MED MO - Noor Mall,Lensme,40,Power,Magrabi - KSA
30/9/2024,2325,Lensme Contact Lenses - Marble -3.5,2,2139,RYD MO - Magrabi Hospital,Lensme,80,Power,Magrabi - KSA
30/9/2024,2325,Lensme Contact Lenses - Marble -3.5,1,2147,MAK MO - Makkah Mall,Lensme,40,Power,Magrabi - KSA
30/9/2024,2325,Lensme Contact Lenses - Marble -3.5,2,2199,RYD MO - Nakhla Plaza,Lensme,80,Power,Magrabi - KSA
30/9/2024,2325,Lensme Contact Lenses - Marble -3.5,2,2298,DMM MO - Nakhil Mall,Lensme,80,Power,Magrabi - KSA
30/9/2024,2325,Lensme Contact Lenses - Marble -3.5,2,2316,HAL MO - Hail Town Square Mall,Lensme,80,Power,Magrabi - KSA
30/9/2024,2325,Lensme Contact Lenses - Marble -3.5,1,2317,JED MO - Jeddah Park,Lensme,40,Power,Magrabi - KSA
30/9/2024,2325,Lensme Contact Lenses - Marble -3.5,1,2318,QSM MO - Imam Bukhari Street,Lensme,40,Power,Magrabi - KSA
30/9/2024,2325,Lensme Contact Lenses - Marble -3.5,1,2336,TBK MO - Tabuk Boulevard,Lensme,40,Power,Magrabi - KSA
30/9/2024,2325,Lensme Contact Lenses - Marble -3.5,2,9102,RYD DM - Khalid bin Walid Street,Lensme,80,Power,Dr.M - KSA
30/9/2024,2325,Lensme Contact Lenses - Marble -3.5,2,9155,TIF DM - Jouri Mall,Lensme,80,Power,Dr.M - KSA
30/9/2024,2326,Lensme Contact Lenses - Marble -3.75,2,2030,MED MO - Sultanah Street,Lensme,80,Power,Magrabi - KSA
30/9/2024,2326,Lensme Contact Lenses - Marble -3.75,2,2033,JED MO - Madinah Road,Lensme,80,Power,Magrabi - KSA
30/9/2024,2326,Lensme Contact Lenses - Marble -3.75,1,2053,RYD MO - King Abdullah Road,Lensme,40,Power,Magrabi - KSA
30/9/2024,2326,Lensme Contact Lenses - Marble -3.75,1,2069,QTF MO - Qouds Street,Lensme,40,Power,Magrabi - KSA
30/9/2024,2326,Lensme Contact Lenses - Marble -3.75,1,2123,MED MO - Noor Mall,Lensme,40,Power,Magrabi - KSA
30/9/2024,2326,Lensme Contact Lenses - Marble -3.75,2,2142,JBL MO - Jubail AM Road,Lensme,80,Power,Magrabi - KSA
30/9/2024,2326,Lensme Contact Lenses - Marble -3.75,2,2304,MO - E.Commerce Saudi,Lensme,80,Power,Magrabi - KSA
30/9/2024,2326,Lensme Contact Lenses - Marble -3.75,2,2308,TBK MO - Tabuk Park,Lensme,80,Power,Magrabi - KSA
30/9/2024,2326,Lensme Contact Lenses - Marble -3.75,2,2309,RYD MO - Hamra Mall,Lensme,80,Power,Magrabi - KSA
30/9/2024,2326,Lensme Contact Lenses - Marble -3.75,2,2317,JED MO - Jeddah Park,Lensme,80,Power,Magrabi - KSA
30/9/2024,2326,Lensme Contact Lenses - Marble -3.75,2,2318,QSM MO - Imam Bukhari Street,Lensme,80,Power,Magrabi - KSA
30/9/2024,2326,Lensme Contact Lenses - Marble -3.75,1,2336,TBK MO - Tabuk Boulevard,Lensme,40,Power,Magrabi - KSA
30/9/2024,2326,Lensme Contact Lenses - Marble -3.75,1,9122,RYD DM - Salam Mall,Lensme,40,Power,Dr.M - KSA
30/9/2024,2327,Lensme Contact Lenses - Marble -4,2,2033,JED MO - Madinah Road,Lensme,80,Power,Magrabi - KSA
30/9/2024,2327,Lensme Contact Lenses - Marble -4,1,2043,RYD MO - Olaya Street,Lensme,40,Power,Magrabi - KSA
30/9/2024,2327,Lensme Contact Lenses - Marble -4,1,2053,RYD MO - King Abdullah Road,Lensme,40,Power,Magrabi - KSA
30/9/2024,2327,Lensme Contact Lenses - Marble -4,2,2095,JED MO - Salama Plaza,Lensme,80,Power,Magrabi - KSA
30/9/2024,2327,Lensme Contact Lenses - Marble -4,2,2100,DMM MO - Dhahran Mall,Lensme,80,Power,Magrabi - KSA
30/9/2024,2327,Lensme Contact Lenses - Marble -4,3,2123,MED MO - Noor Mall,Lensme,120,Power,Magrabi - KSA
30/9/2024,2327,Lensme Contact Lenses - Marble -4,2,2147,MAK MO - Makkah Mall,Lensme,80,Power,Magrabi - KSA
30/9/2024,2327,Lensme Contact Lenses - Marble -4,2,2289,RYD MO - Riyadh Gallery,Lensme,80,Power,Magrabi - KSA
30/9/2024,2327,Lensme Contact Lenses - Marble -4,2,2302,JED MO - Red Sea Mall,Lensme,80,Power,Magrabi - KSA
30/9/2024,2327,Lensme Contact Lenses - Marble -4,1,2304,MO - E.Commerce Saudi,Lensme,40,Power,Magrabi - KSA
30/9/2024,2327,Lensme Contact Lenses - Marble -4,2,2308,TBK MO - Tabuk Park,Lensme,80,Power,Magrabi - KSA
30/9/2024,2327,Lensme Contact Lenses - Marble -4,2,2309,RYD MO - Hamra Mall,Lensme,80,Power,Magrabi - KSA
30/9/2024,2327,Lensme Contact Lenses - Marble -4,2,2318,QSM MO - Imam Bukhari Street,Lensme,80,Power,Magrabi - KSA
30/9/2024,2327,Lensme Contact Lenses - Marble -4,1,2336,TBK MO - Tabuk Boulevard,Lensme,40,Power,Magrabi - KSA
30/9/2024,2327,Lensme Contact Lenses - Marble -4,1,2339,RYD MO - Yasmin Plaza,Lensme,40,Power,Magrabi - KSA
30/9/2024,2327,Lensme Contact Lenses - Marble -4,1,9122,RYD DM - Salam Mall,Lensme,40,Power,Dr.M - KSA
30/9/2024,2328,Lensme Contact Lenses - Marble -4.25,1,2302,JED MO - Red Sea Mall,Lensme,40,Power,Magrabi - KSA
30/9/2024,2328,Lensme Contact Lenses - Marble -4.25,1,2331,TIF MO - The Park Mall,Lensme,40,Power,Magrabi - KSA
30/9/2024,2329,Lensme Contact Lenses - Marble -4.5,1,2027,TIF MO - Shehar Street,Lensme,40,Power,Magrabi - KSA
30/9/2024,2329,Lensme Contact Lenses - Marble -4.5,1,2043,RYD MO - Olaya Street,Lensme,40,Power,Magrabi - KSA
30/9/2024,2329,Lensme Contact Lenses - Marble -4.5,1,2123,MED MO - Noor Mall,Lensme,40,Power,Magrabi - KSA
30/9/2024,2329,Lensme Contact Lenses - Marble -4.5,1,2302,JED MO - Red Sea Mall,Lensme,40,Power,Magrabi - KSA
30/9/2024,2331,Lensme Contact Lenses - Marble -5,1,2027,TIF MO - Shehar Street,Lensme,40,Power,Magrabi - KSA
30/9/2024,2331,Lensme Contact Lenses - Marble -5,2,2123,MED MO - Noor Mall,Lensme,80,Power,Magrabi - KSA
30/9/2024,2331,Lensme Contact Lenses - Marble -5,1,2147,MAK MO - Makkah Mall,Lensme,40,Power,Magrabi - KSA
30/9/2024,2331,Lensme Contact Lenses - Marble -5,2,9111,JED DM - Red Sea Mall,Lensme,80,Power,Dr.M - KSA
30/9/2024,2331,Lensme Contact Lenses - Marble -5,2,9146,TBK DM - Park Mall,Lensme,80,Power,Dr.M - KSA
30/9/2024,2332,Lensme Contact Lenses - Marble -5.25,2,2123,MED MO - Noor Mall,Lensme,80,Power,Magrabi - KSA
30/9/2024,2333,Lensme Contact Lenses - Marble -5.5,1,2030,MED MO - Sultanah Street,Lensme,40,Power,Magrabi - KSA
30/9/2024,2333,Lensme Contact Lenses - Marble -5.5,1,2147,MAK MO - Makkah Mall,Lensme,40,Power,Magrabi - KSA
30/9/2024,2333,Lensme Contact Lenses - Marble -5.5,1,2331,TIF MO - The Park Mall,Lensme,40,Power,Magrabi - KSA
30/9/2024,2335,Lensme Contact Lenses - Marble -6,1,2030,MED MO - Sultanah Street,Lensme,40,Power,Magrabi - KSA
30/9/2024,2335,Lensme Contact Lenses - Marble -6,2,2034,JED MO - Safa Eye Hospital,Lensme,80,Power,Magrabi - KSA
30/9/2024,2335,Lensme Contact Lenses - Marble -6,1,2306,MAK MO - Tassan Plaza,Lensme,40,Power,Magrabi - KSA
